['closedAt'],['createdAt'],['title'],['url']
2021-12/12,2020-11/13,[idea] add extra ecdsa key recovery,https://github.com/RfidResearchGroup/proxmark3/issues/1058
2020-11/16,2020-11/15,Do I Need To Update My Bootloader? If so how,https://github.com/RfidResearchGroup/proxmark3/issues/1059
2021-4/28,2020-11/15,"Bug prevents some cards from cloning correctly (LF, HID)",https://github.com/RfidResearchGroup/proxmark3/issues/1060
2020-11/22,2020-11/20,MIFARE DESFire attributes parsing,https://github.com/RfidResearchGroup/proxmark3/issues/1062
2020-11/23,2020-11/23,Why did my proxmark3 become an unrecognized device after I flashed the firmware?,https://github.com/RfidResearchGroup/proxmark3/issues/1065
2021-7/15,2020-12/3,Hardnested segfaults on authentication errors,https://github.com/RfidResearchGroup/proxmark3/issues/1085
2020-12/13,2020-12/11,EMV GPO seems to miss a tailing LE if PDOL data is sent along,https://github.com/RfidResearchGroup/proxmark3/issues/1094
2020-12/14,2020-12/14,Libjansson4 failure on 'make all',https://github.com/RfidResearchGroup/proxmark3/issues/1100
,2020-12/17,"eMRTD Checklist, issues and feature requests",https://github.com/RfidResearchGroup/proxmark3/issues/1117
2020-12/20,2020-12/20,strncat error in function infoHF_EMRTD_offline causing compile error.,https://github.com/RfidResearchGroup/proxmark3/issues/1127
2020-12/27,2020-12/27,Error - can't find fullimage.elf,https://github.com/RfidResearchGroup/proxmark3/issues/1135
2020-12/27,2020-12/27,"pm3-flash-all or manual result in ""Waiting for Proxmark3 to appear on /dev/ttyACM0""",https://github.com/RfidResearchGroup/proxmark3/issues/1136
2020-12/28,2020-12/27,Running with uncompressed .data section,https://github.com/RfidResearchGroup/proxmark3/issues/1138
2020-12/30,2020-12/30,"hf mf chk (and others) report wrong ""OBS""",https://github.com/RfidResearchGroup/proxmark3/issues/1151
2021-1/11,2021-1/11,FPC USART for BT add-on... absent,https://github.com/RfidResearchGroup/proxmark3/issues/1163
2021-1/27,2021-1/19,'lf em 4x05 write' seems to write random data,https://github.com/RfidResearchGroup/proxmark3/issues/1168
2021-1/25,2021-1/25,Sending Mifare Increment Command Actually Decrements block when using simulated card,https://github.com/RfidResearchGroup/proxmark3/issues/1172
2021-1/26,2021-1/26,raspberry pi not support '__builtin_cpu_init();',https://github.com/RfidResearchGroup/proxmark3/issues/1173
2021-1/27,2021-1/26,"Memory leak on ""lf search""",https://github.com/RfidResearchGroup/proxmark3/issues/1175
2021-2/8,2021-2/8,[idea] 15693 two subcarrier,https://github.com/RfidResearchGroup/proxmark3/issues/1183
2021-2/8,2021-2/8,`hf mfu pwdgen -r` does not read UID from tag,https://github.com/RfidResearchGroup/proxmark3/issues/1186
2021-2/15,2021-2/15,HF field not activating for DESFire commands,https://github.com/RfidResearchGroup/proxmark3/issues/1201
2021-3/3,2021-3/3,Error with RSA sign,https://github.com/RfidResearchGroup/proxmark3/issues/1216
2021-3/31,2021-3/30,"Client always shows ""device / fw mismatch""",https://github.com/RfidResearchGroup/proxmark3/issues/1229
,2021-4/3,Hitag2 simu,https://github.com/RfidResearchGroup/proxmark3/issues/1232
2021-4/24,2021-4/3,Communication fail when reading a strix4k,https://github.com/RfidResearchGroup/proxmark3/issues/1233
2021-4/6,2021-4/6,hf 15 findafi only produces help page,https://github.com/RfidResearchGroup/proxmark3/issues/1234
2021-4/13,2021-4/13,Unable to use or update Rysc Corp Proxmark3 Pro after updating bootrom,https://github.com/RfidResearchGroup/proxmark3/issues/1244
2021-4/13,2021-4/13,Proxmark3 easy issue,https://github.com/RfidResearchGroup/proxmark3/issues/1245
2021-4/14,2021-4/13,Proxmark3 easy disconnect after command  pm3 flash all ?,https://github.com/RfidResearchGroup/proxmark3/issues/1246
2021-4/22,2021-4/22,"Cannot save and load data using ""trace"" command",https://github.com/RfidResearchGroup/proxmark3/issues/1252
2021-4/26,2021-4/24,hf legic dump / restore de-/obfuscation command confusion,https://github.com/RfidResearchGroup/proxmark3/issues/1255
2021-5/1,2021-5/1,lf hitag info not finding key,https://github.com/RfidResearchGroup/proxmark3/issues/1261
2021-6/25,2021-5/7,[RELEASE 4.1300x] Checklist,https://github.com/RfidResearchGroup/proxmark3/issues/1265
2021-5/10,2021-5/10,Cloning an anti-dup card?,https://github.com/RfidResearchGroup/proxmark3/issues/1268
2021-5/14,2021-5/13,Can't compile under arm-none-eabi-gcc 11.1.0,https://github.com/RfidResearchGroup/proxmark3/issues/1270
2021-5/15,2021-5/15,Application failed to start due to no Qt platform plugin could be initialized??,https://github.com/RfidResearchGroup/proxmark3/issues/1274
2021-5/19,2021-5/19, 03a7109 compile error on ubuntu 18.04 with arm-none-eabi-gcc,https://github.com/RfidResearchGroup/proxmark3/issues/1278
2021-5/22,2021-5/22,[RELEASE 4.x] Checklist,https://github.com/RfidResearchGroup/proxmark3/issues/1282
2021-5/24,2021-5/22,proxmark client not compiling on Clang 12,https://github.com/RfidResearchGroup/proxmark3/issues/1283
2021-5/24,2021-5/24,Missing amiibo commands or wrong heading,https://github.com/RfidResearchGroup/proxmark3/issues/1285
2021-5/24,2021-5/24,Hitag sanity check checks for wrong length,https://github.com/RfidResearchGroup/proxmark3/issues/1286
2021-5/25,2021-5/25,"Error in filename produced by ""hf mf autopwn""",https://github.com/RfidResearchGroup/proxmark3/issues/1287
2021-5/26,2021-5/25,"Weird sector calcualtion in ""hf mf chk""",https://github.com/RfidResearchGroup/proxmark3/issues/1288
2021-5/26,2021-5/26,mf_nonce_brute fails to find first bits of key,https://github.com/RfidResearchGroup/proxmark3/issues/1289
2021-6/20,2021-5/29,hf mfdes getuid - not return correct value of UID,https://github.com/RfidResearchGroup/proxmark3/issues/1292
2021-6/1,2021-5/31,Windows 10 ANSI color not working,https://github.com/RfidResearchGroup/proxmark3/issues/1296
2021-6/1,2021-6/1,AWID Cloning to T55xx Card Hangs Client,https://github.com/RfidResearchGroup/proxmark3/issues/1298
2021-6/5,2021-6/4,H10302 not decoding properly,https://github.com/RfidResearchGroup/proxmark3/issues/1302
2021-6/15,2021-6/8,Choosing the Platform on MacOS with Homebrew,https://github.com/RfidResearchGroup/proxmark3/issues/1305
2021-6/10,2021-6/10,missing commands ,https://github.com/RfidResearchGroup/proxmark3/issues/1307
2021-6/11,2021-6/10,unable to program badge numbers ,https://github.com/RfidResearchGroup/proxmark3/issues/1308
2021-6/13,2021-6/12,iClass global HID key missing in wordlist?,https://github.com/RfidResearchGroup/proxmark3/issues/1311
2021-6/24,2021-6/20,Hitag eload segmentation fault,https://github.com/RfidResearchGroup/proxmark3/issues/1325
2021-6/24,2021-6/21,lf em 4x50 brute not work,https://github.com/RfidResearchGroup/proxmark3/issues/1326
2021-6/24,2021-6/24,mfp info crash,https://github.com/RfidResearchGroup/proxmark3/issues/1336
2021-7/15,2021-6/27,The usb serial device is lost,https://github.com/RfidResearchGroup/proxmark3/issues/1340
2021-6/29,2021-6/29,Hitag detection fail on Android - RDV2,https://github.com/RfidResearchGroup/proxmark3/issues/1341
2022-2/25,2021-7/1,[idea] add sha1sum to created fw ,https://github.com/RfidResearchGroup/proxmark3/issues/1345
2021-12/20,2021-7/10,[idea] lf t55xx bruteforce improvements,https://github.com/RfidResearchGroup/proxmark3/issues/1363
2021-7/15,2021-7/12,undefined references to `__aarch64_ldadd8_rel'  compiler errors,https://github.com/RfidResearchGroup/proxmark3/issues/1368
2021-7/25,2021-7/25,"[BUG] the standalone mode LF_THAREXDE build fail, gPassword was defined twice.",https://github.com/RfidResearchGroup/proxmark3/issues/1383
2021-7/25,2021-7/25,[Bug] the standalone mode LF_THAREXDE build failed,https://github.com/RfidResearchGroup/proxmark3/issues/1384
2021-7/27,2021-7/27,macOS does not recognize device with FW 4.13441,https://github.com/RfidResearchGroup/proxmark3/issues/1391
2021-7/29,2021-7/29,qt.qpa.plugin: Could not find the Qt platform,https://github.com/RfidResearchGroup/proxmark3/issues/1399
2021-8/13,2021-7/31,Desfire commands checklist,https://github.com/RfidResearchGroup/proxmark3/issues/1408
2022-2/4,2021-8/3,[Bug]14a anti-collision not working,https://github.com/RfidResearchGroup/proxmark3/issues/1411
2021-8/8,2021-8/4,ATS have crc bytes at the end,https://github.com/RfidResearchGroup/proxmark3/issues/1421
2021-8/8,2021-8/5,[BUG] hf mfu dump return cmd error:00,https://github.com/RfidResearchGroup/proxmark3/issues/1426
2021-8/9,2021-8/9,"[BUG] The uid of the simulated card is 00000000 , which is simulated by hf_mfcsim",https://github.com/RfidResearchGroup/proxmark3/issues/1438
2021-8/14,2021-8/14,Add Missing Loot Goblin Amiibo ,https://github.com/RfidResearchGroup/proxmark3/issues/1455
2021-8/19,2021-8/19,Police ,https://github.com/RfidResearchGroup/proxmark3/issues/1461
2021-8/19,2021-8/19,ISO file id byte order,https://github.com/RfidResearchGroup/proxmark3/issues/1462
2021-8/20,2021-8/20,"[BUG] if you try to execute trace list -t 14a before pressing button to stop sniff, the pm3 device will be stuck",https://github.com/RfidResearchGroup/proxmark3/issues/1467
2021-8/25,2021-8/25,Failed to build on macOS 12 running on M1 Macs,https://github.com/RfidResearchGroup/proxmark3/issues/1485
2021-9/18,2021-9/3,[RELEASE 4.14434] Checklist for release: Crimson,https://github.com/RfidResearchGroup/proxmark3/issues/1495
,2021-9/3,cppcheck cmdhfmfhard.c redundant assignment,https://github.com/RfidResearchGroup/proxmark3/issues/1496
2021-9/5,2021-9/3,cppcheck iso14443b.c redundant assignment,https://github.com/RfidResearchGroup/proxmark3/issues/1497
2021-9/13,2021-9/4,"cppcheck ""Passing NULL after the last typed argument to a variadic function leads to undefined behaviour."" ",https://github.com/RfidResearchGroup/proxmark3/issues/1498
2021-9/7,2021-9/6,ISO15693 Restore Not Working,https://github.com/RfidResearchGroup/proxmark3/issues/1499
2021-9/8,2021-9/8,Segmentation Fault when reading DESFire File,https://github.com/RfidResearchGroup/proxmark3/issues/1500
2021-9/10,2021-9/10,[RELEASE 4.x] Checklist,https://github.com/RfidResearchGroup/proxmark3/issues/1502
2021-9/19,2021-9/11,"An improper locking bug(e.g., deadlock) on the lock ctx->queue_mutex",https://github.com/RfidResearchGroup/proxmark3/issues/1503
2022-2/5,2021-9/18,hf mf hardnested causes SIGSEGV on Termux,https://github.com/RfidResearchGroup/proxmark3/issues/1508
2021-9/20,2021-9/20,cannot list trace data from file,https://github.com/RfidResearchGroup/proxmark3/issues/1512
2021-9/27,2021-9/27,Proxmark3 RDV4.01 doesn't work,https://github.com/RfidResearchGroup/proxmark3/issues/1513
2022-2/5,2021-10/3,proxmark dumpin gin the wrong location and reading in the wrong location,https://github.com/RfidResearchGroup/proxmark3/issues/1514
2021-10/12,2021-10/12,What does the dash lines mean in the reading dump?,https://github.com/RfidResearchGroup/proxmark3/issues/1518
2021-10/19,2021-10/19,chk function is inconsistent,https://github.com/RfidResearchGroup/proxmark3/issues/1523
2021-10/20,2021-10/19,Unable to compile on fedora 35,https://github.com/RfidResearchGroup/proxmark3/issues/1524
2021-10/26,2021-10/26,Issue regaring missing 4x05 commond,https://github.com/RfidResearchGroup/proxmark3/issues/1526
2021-10/28,2021-10/27,flashing problem.,https://github.com/RfidResearchGroup/proxmark3/issues/1527
2021-11/27,2021-11/19,Possible races issue,https://github.com/RfidResearchGroup/proxmark3/issues/1533
2021-11/25,2021-11/25,[idea] iCopy-X Support,https://github.com/RfidResearchGroup/proxmark3/issues/1536
2021-12/1,2021-12/1,HF_Mattyrun keys issue,https://github.com/RfidResearchGroup/proxmark3/issues/1539
2021-12/11,2021-12/6,"/opt/homebrew/bin/pm3: line 249: 53337 Segmentation fault: 11  $CLIENT ""$@""",https://github.com/RfidResearchGroup/proxmark3/issues/1540
2022-1/11,2021-12/12,[RELEASE v4.147831] Checklist,https://github.com/RfidResearchGroup/proxmark3/issues/1541
2021-12/25,2021-12/13,[idea]Upgrade HF_CRAFTBYTE.C,https://github.com/RfidResearchGroup/proxmark3/issues/1543
2021-12/25,2021-12/24,[ISSUE] hf_msdsal emulation mode,https://github.com/RfidResearchGroup/proxmark3/issues/1548
2022-1/29,2022-1/11,[idea]  merge ALTRL branch into master.,https://github.com/RfidResearchGroup/proxmark3/issues/1555
2022-2/4,2022-2/3,Test failure on armhf,https://github.com/RfidResearchGroup/proxmark3/issues/1581
,2022-2/3,hf 14a list - end of frame time is same as start for long frames,https://github.com/RfidResearchGroup/proxmark3/issues/1582
2022-2/4,2022-2/3,hf mfd info - will verify signature only once after client starts,https://github.com/RfidResearchGroup/proxmark3/issues/1583
2022-2/15,2022-2/8,Github Actions - codeanalysis,https://github.com/RfidResearchGroup/proxmark3/issues/1593
2022-2/15,2022-2/11,Cannot upgrade smartcard firmware (Unknown command 0x0142),https://github.com/RfidResearchGroup/proxmark3/issues/1597
2022-2/12,2022-2/12,lf search does not find t55xx tag,https://github.com/RfidResearchGroup/proxmark3/issues/1598
2022-4/30,2022-2/14,FM11RF005M reading/cloning problem,https://github.com/RfidResearchGroup/proxmark3/issues/1599
2022-2/14,2022-2/14,Compile error on opensuse 15.2,https://github.com/RfidResearchGroup/proxmark3/issues/1600
,2022-2/16,command fail on changing iso15 magic card,https://github.com/RfidResearchGroup/proxmark3/issues/1604
2022-3/27,2022-2/24,hf mf hardnested doesn't work in the new version?,https://github.com/RfidResearchGroup/proxmark3/issues/1608
